Market,Make,VehicleAge,median_make_price_index,listing_count
Pakistan,Mitsubishi,21,1.8527027027027025,4
Pakistan,Mitsubishi,22,1.2162162162162162,13
Pakistan,Mitsubishi,23,0.8040540540540541,10
Pakistan,Mitsubishi,24,1.6702702702702703,2
Pakistan,Mitsubishi,25,0.9797297297297298,10
Pakistan,Mitsubishi,26,1.3243243243243243,9
Pakistan,Mitsubishi,27,0.9675675675675677,10
Pakistan,Mitsubishi,28,0.7364864864864864,26
Pakistan,Mitsubishi,29,0.7027027027027027,29
Pakistan,Mitsubishi,30,1.0486486486486486,28
Pakistan,Mitsubishi,31,1.2837837837837838,30
Pakistan,Mitsubishi,32,1.2702702702702702,27
Pakistan,Mitsubishi,33,0.8648648648648649,8
Pakistan,Mitsubishi,34,0.8378378378378378,17
US,Mitsubishi,2,1.4659685863874345,121
US,Mitsubishi,3,1.2560418848167538,241
US,Mitsubishi,4,1.088083769633508,250
US,Mitsubishi,5,1.1558534031413612,183
US,Mitsubishi,6,1.0050261780104712,56
US,Mitsubishi,7,0.8375287958115183,67
US,Mitsubishi,8,0.7845026178010471,55
US,Mitsubishi,9,0.7949738219895288,27
US,Mitsubishi,10,0.6412146596858639,38
US,Mitsubishi,11,0.6408376963350786,41
US,Mitsubishi,12,0.5016125654450262,43
US,Mitsubishi,13,0.41876439790575914,29
US,Mitsubishi,14,0.41717277486911,5
US,Mitsubishi,15,0.41026178010471204,16
US,Mitsubishi,16,0.32209424083769633,26
US,Mitsubishi,17,0.3557696335078534,8
US,Mitsubishi,18,0.27593717277486907,12
US,Mitsubishi,19,0.16712041884816753,3
US,Mitsubishi,20,0.250848167539267,2
US,Mitsubishi,21,0.33499476439790576,1
Pakistan,Nissan,1,1.3,11
Pakistan,Nissan,2,1.45,47
Pakistan,Nissan,3,1.4,131
Pakistan,Nissan,4,1.2963333333333333,212
Pakistan,Nissan,5,1.5,89
Pakistan,Nissan,6,1.4291666666666667,104
Pakistan,Nissan,7,0.95,63
Pakistan,Nissan,8,0.8333333333333334,29
Pakistan,Nissan,9,0.8116666666666666,47
Pakistan,Nissan,10,0.75,64
Pakistan,Nissan,11,0.6583333333333333,49
Pakistan,Nissan,12,0.7666666666666666,42
Pakistan,Nissan,13,0.6808331666666667,22
Pakistan,Nissan,14,0.975,32
Pakistan,Nissan,15,0.5475,16
Pakistan,Nissan,16,0.5125,26
Pakistan,Nissan,17,0.6166666666666667,81
Pakistan,Nissan,18,0.48083333333333333,54
Pakistan,Nissan,19,0.5083333333333333,22
Pakistan,Nissan,20,0.44166666666666665,8
Pakistan,Nissan,21,0.3675,12
Pakistan,Nissan,22,0.37083333333333335,14
Pakistan,Nissan,23,0.26666666666666666,6
Pakistan,Nissan,24,0.3,8
Pakistan,Nissan,25,0.2833333333333333,4
Pakistan,Nissan,26,0.2833333333333333,13
Pakistan,Nissan,27,0.26249999999999996,6
Pakistan,Nissan,28,0.245,2
Pakistan,Nissan,29,0.23,3
Pakistan,Nissan,30,0.5333333333333333,1
Pakistan,Nissan,31,0.26666666666666666,11
Pakistan,Nissan,32,0.3416666666666667,10
Pakistan,Nissan,33,0.19166666666666665,6
Pakistan,Nissan,34,0.2516666666666667,6
US,Nissan,2,1.4547378165707863,2163
US,Nissan,3,1.1438867949480922,4727
US,Nissan,4,1.057197645969715,4124
US,Nissan,5,1.0305494941479865,3506
US,Nissan,6,0.8595516762547114,1556
US,Nissan,7,0.7922369900152086,1097
US,Nissan,8,0.7640679759307015,713
US,Nissan,9,0.7133505256893473,499
US,Nissan,10,0.5947893936388283,406
US,Nissan,11,0.5286649474310653,293
US,Nissan,12,0.5286649474310653,266
US,Nissan,13,0.4724591681544667,231
US,Nissan,14,0.46254050122330226,177
US,Nissan,15,0.3964160550155392,115
US,Nissan,16,0.3957217483303577,58
US,Nissan,17,0.29689876347285593,37
US,Nissan,18,0.2641010381538055,28
US,Nissan,19,0.31690140845070425,26
US,Nissan,20,0.12527276334060702,2
US,Nissan,21,0.1751967202274681,4
US,Nissan,22,0.1319182701844872,5
Pakistan,Oldsmobile,22,1.0,1
US,Oldsmobile,15,1.1669449081803005,5
US,Oldsmobile,16,2.0003338898163605,2
US,Oldsmobile,18,1.333889816360601,7
US,Oldsmobile,19,1.333889816360601,5
US,Oldsmobile,20,0.5419031719532554,1
US,Oldsmobile,21,0.998330550918197,5
US,Oldsmobile,22,0.6871452420701168,2
Pakistan,Porsche,2,1.6,3
Pakistan,Porsche,3,1.2642857142857142,8
Pakistan,Porsche,4,1.3214285714285714,2
Pakistan,Porsche,6,1.9714285714285715,1
Pakistan,Porsche,7,0.8285714285714286,1
Pakistan,Porsche,8,0.7214285714285715,2
Pakistan,Porsche,9,0.8571428571428571,5
Pakistan,Porsche,10,1.0,5
Pakistan,Porsche,11,0.4742857142857143,7
Pakistan,Porsche,12,0.4142857142857143,3
Pakistan,Porsche,13,0.9285714285714286,1
Pakistan,Porsche,20,0.18571428571428572,1
US,Porsche,1,1.074934605323896,1
US,Porsche,2,1.3461397907370365,128
US,Porsche,3,1.469687644252962,132
US,Porsche,4,1.2501346360978611,184
US,Porsche,5,1.0193875980920142,207
US,Porsche,6,0.90394676104016,99
US,Porsche,7,0.8265694722264963,58
US,Porsche,8,0.6924142175719341,57
US,Porsche,9,0.6730843206647177,33
US,Porsche,10,0.4856035543929835,42
US,Porsche,11,0.4578973688259732,54
US,Porsche,12,0.5856189413755963,22
US,Porsche,13,0.46155177719649176,43
US,Porsche,14,0.5384482228035082,17
US,Porsche,15,0.4998461301738729,18
US,Porsche,16,0.36521003231266347,17
US,Porsche,17,0.44214494537621174,15
US,Porsche,18,0.4981535620864748,13
US,Porsche,19,0.18261463302046468,16
US,Porsche,20,0.2691760270810894,11
US,Porsche,21,0.21527350361594091,2
US,Porsche,22,0.5225611632558855,6
Pakistan,Subaru,1,0.8144796380090498,2
Pakistan,Subaru,2,1.6402714932126696,2
Pakistan,Subaru,3,1.6063348416289593,7
Pakistan,Subaru,4,1.5214932126696832,6
Pakistan,Subaru,5,0.7624434389140271,1
Pakistan,Subaru,6,1.1538461538461537,2
Pakistan,Subaru,7,1.085972850678733,2
Pakistan,Subaru,8,1.0,3
Pakistan,Subaru,9,1.1085972850678734,5
Pakistan,Subaru,10,1.0633484162895928,3
Pakistan,Subaru,11,0.746606334841629,3
Pakistan,Subaru,12,0.9728506787330317,1
Pakistan,Subaru,13,0.41855203619909503,2
Pakistan,Subaru,14,0.8020361990950227,2
Pakistan,Subaru,15,0.7013574660633484,1
Pakistan,Subaru,16,0.6787330316742082,5
Pakistan,Subaru,17,0.6153846153846154,5
Pakistan,Subaru,18,0.5542986425339367,2
Pakistan,Subaru,27,0.19004524886877827,1
US,Subaru,1,1.4239052771256506,11
US,Subaru,2,1.345667040930897,694
US,Subaru,3,1.2044503419414105,772
US,Subaru,4,1.0682096560171481,1176
US,Subaru,5,0.9184189037460446,740
US,Subaru,6,0.8163213228539349,391
US,Subaru,7,0.7144023680718588,215
US,Subaru,8,0.6762274165560886,247
US,Subaru,9,0.5864040012248648,163
US,Subaru,10,0.5212565070940083,128
US,Subaru,11,0.4591201388180055,106
US,Subaru,12,0.40573644993365315,47
US,Subaru,13,0.3825150556292743,81
US,Subaru,14,0.35663978769010923,58
US,Subaru,15,0.3539348780238849,36
US,Subaru,16,0.3061906706134531,24
US,Subaru,17,0.33158109625395527,12
US,Subaru,18,0.25502704909666224,8
US,Subaru,19,0.2422935592528325,2
US,Subaru,20,0.15285291415739513,3
US,Subaru,21,0.15285291415739513,3
US,Subaru,22,0.15946208022864142,2
Pakistan,Suzuki,1,2.020066889632107,397
Pakistan,Suzuki,2,1.9130434782608696,926
Pakistan,Suzuki,3,1.9230769230769231,894
Pakistan,Suzuki,4,2.040133779264214,545
Pakistan,Suzuki,5,1.6722408026755853,755
Pakistan,Suzuki,6,1.5050167224080269,919
Pakistan,Suzuki,7,1.2859528428093645,782
Pakistan,Suzuki,8,1.0903010033444815,592
Pakistan,Suzuki,9,1.0033444816053512,596
Pakistan,Suzuki,10,1.0033444816053512,459
Pakistan,Suzuki,11,0.9331103678929766,452
Pakistan,Suzuki,12,0.8127090301003345,528
Pakistan,Suzuki,13,0.754180602006689,484
Pakistan,Suzuki,14,0.7274247491638796,382
Pakistan,Suzuki,15,0.6354515050167224,234
Pakistan,Suzuki,16,0.6237458193979933,454
Pakistan,Suzuki,17,0.568561872909699,605
Pakistan,Suzuki,18,0.5451505016722408,527
Pakistan,Suzuki,19,0.5016722408026756,383
Pakistan,Suzuki,20,0.5217391304347826,228
Pakistan,Suzuki,21,0.5016722408026756,167
Pakistan,Suzuki,22,0.5083612040133779,103
Pakistan,Suzuki,23,0.4531772575250836,62
Pakistan,Suzuki,24,0.5317725752508361,104
Pakistan,Suzuki,25,0.3979933110367893,79
Pakistan,Suzuki,26,0.3896321070234114,120
Pakistan,Suzuki,27,0.3612040133779264,95
Pakistan,Suzuki,28,0.34113645484949834,103
Pakistan,Suzuki,29,0.33444816053511706,57
Pakistan,Suzuki,30,0.33444816053511706,68
Pakistan,Suzuki,31,0.3010033444816054,59
Pakistan,Suzuki,32,0.2742468227424749,87
Pakistan,Suzuki,33,0.2792642140468227,70
Pakistan,Suzuki,34,0.2809364548494983,63
US,Suzuki,6,1.7075,8
US,Suzuki,7,1.3433333333333333,13
US,Suzuki,8,1.2916666666666667,8
US,Suzuki,9,1.1424166666666666,8
US,Suzuki,10,1.2625,8
US,Suzuki,11,0.9801666666666666,21
US,Suzuki,12,0.83275,18
US,Suzuki,13,0.8748333333333334,10
US,Suzuki,14,0.649,4
US,Suzuki,15,0.9579166666666666,2
US,Suzuki,16,0.8325,1
US,Suzuki,17,0.8331666666666667,1
US,Suzuki,18,0.915,3
US,Suzuki,19,0.4816666666666667,1
US,Suzuki,20,0.6165,1
Pakistan,Tesla,2,0.9944444444444445,1
Pakistan,Tesla,3,1.0,15
Pakistan,Tesla,4,1.0555555555555556,9
US,Tesla,2,1.6666725151329065,1
US,Tesla,3,1.5263619615755768,21
US,Tesla,4,1.2631809807877885,10
US,Tesla,5,0.919115711904553,24
US,Tesla,6,0.8070532502851128,17
US,Tesla,9,1.1036055794367927,1
Pakistan,Toyota,1,2.3875,379
Pakistan,Toyota,2,1.625,802
Pakistan,Toyota,3,1.37475,1121
Pakistan,Toyota,4,1.3125,1165
Pakistan,Toyota,5,1.2625,893
Pakistan,Toyota,6,1.2375,1187
Pakistan,Toyota,7,1.125,924
Pakistan,Toyota,8,0.98125,713
Pakistan,Toyota,9,0.9375,790
Pakistan,Toyota,10,0.8725,779
Pakistan,Toyota,11,0.79875,679
Pakistan,Toyota,12,0.72375,711
Pakistan,Toyota,13,0.71125,591
Pakistan,Toyota,14,0.625,568
Pakistan,Toyota,15,0.575,399
Pakistan,Toyota,16,0.575,377
Pakistan,Toyota,17,0.5900000000000001,634
Pakistan,Toyota,18,0.5375,443
Pakistan,Toyota,19,0.60625,394
Pakistan,Toyota,20,0.5375,282
Pakistan,Toyota,21,0.57,241
Pakistan,Toyota,22,0.490625,142
Pakistan,Toyota,23,0.423749875,140
Pakistan,Toyota,24,0.4125,162
Pakistan,Toyota,25,0.39125,154
Pakistan,Toyota,26,0.4875,112
Pakistan,Toyota,27,0.625,107
Pakistan,Toyota,28,0.875,175
Pakistan,Toyota,29,0.425,90
Pakistan,Toyota,30,0.3825,135
Pakistan,Toyota,31,0.4625,83
Pakistan,Toyota,32,0.55,73
Pakistan,Toyota,33,0.5625,47
Pakistan,Toyota,34,0.4875,39
US,Toyota,1,1.404040404040404,18
US,Toyota,2,1.2691759089453614,2167
US,Toyota,3,1.1640904724478212,4217
US,Toyota,4,1.1951503507699472,4720
US,Toyota,5,1.0414228742759002,4145
US,Toyota,6,1.047710534742235,1868
US,Toyota,7,0.8729950804878759,1382
US,Toyota,8,0.8145431257823189,1095
US,Toyota,9,0.6403516432334876,887
US,Toyota,10,0.5517713154600763,558
US,Toyota,11,0.6401187669199196,674
US,Toyota,12,0.5236806101359416,722
US,Toyota,13,0.494600180479143,466
US,Toyota,14,0.40724245335196346,366
US,Toyota,15,0.4069222484208075,248
US,Toyota,16,0.35560213081826914,203
US,Toyota,17,0.34873227956801445,137
US,Toyota,18,0.29109539195994527,103
US,Toyota,19,0.2909207347247693,62
US,Toyota,20,0.20874450557447677,38
US,Toyota,21,0.2328763135679562,18
US,Toyota,22,0.27587110296044015,12
Pakistan,Volkswagen,1,0.35377358490566035,1
Pakistan,Volkswagen,8,1.5330188679245282,1
Pakistan,Volkswagen,10,0.9198113207547169,3
Pakistan,Volkswagen,11,1.8632075471698113,1
Pakistan,Volkswagen,14,0.6084905660377359,1
Pakistan,Volkswagen,15,0.7547169811320755,1
Pakistan,Volkswagen,16,2.0047169811320753,1
Pakistan,Volkswagen,20,1.3915094339622642,1
Pakistan,Volkswagen,22,1.2264150943396226,1
Pakistan,Volkswagen,23,1.650943396226415,1
Pakistan,Volkswagen,29,0.5188679245283019,1
Pakistan,Volkswagen,30,0.37735849056603776,1
US,Volkswagen,1,2.6887142857142856,9
US,Volkswagen,2,1.3928571428571428,457
US,Volkswagen,3,1.1425,1023
US,Volkswagen,4,1.2067857142857144,1510
US,Volkswagen,5,0.9635714285714285,1575
US,Volkswagen,6,0.9285714285714286,846
US,Volkswagen,7,0.8269285714285715,487
US,Volkswagen,8,0.7071428571428572,169
US,Volkswagen,9,0.6425,174
US,Volkswagen,10,0.5710714285714286,143
US,Volkswagen,11,0.46425,108
US,Volkswagen,12,0.4283571428571429,74
US,Volkswagen,13,0.4205714285714286,79
US,Volkswagen,14,0.3568928571428571,36
US,Volkswagen,15,0.39135714285714285,43
US,Volkswagen,16,0.32146428571428576,32
US,Volkswagen,17,0.34285714285714286,27
US,Volkswagen,18,0.33882142857142855,14
US,Volkswagen,19,0.28528571428571425,14
US,Volkswagen,20,0.2049642857142857,6
US,Volkswagen,21,0.21171428571428572,2
US,Volkswagen,22,0.28535714285714286,1
Pakistan,Volvo,28,1.0,1
US,Volvo,1,2.0473799126637555,5
US,Volvo,2,1.441004366812227,285
US,Volvo,3,1.5962882096069868,182
US,Volvo,4,1.1310043668122272,275
US,Volvo,5,1.084410480349345,103
US,Volvo,6,0.8731441048034935,121
US,Volvo,7,0.654825327510917,90
US,Volvo,8,0.5672489082969432,59
US,Volvo,9,0.51117903930131,56
US,Volvo,10,0.3920305676855895,38
US,Volvo,11,0.37096069868995635,69
US,Volvo,12,0.3054148471615721,69
US,Volvo,13,0.2816593886462882,41
US,Volvo,14,0.26041484716157204,30
US,Volvo,15,0.25443231441048036,32
US,Volvo,16,0.17445414847161572,9
US,Volvo,17,0.17019650655021834,14
US,Volvo,18,0.18002183406113537,8
US,Volvo,19,0.15827510917030568,4
US,Volvo,20,0.17139737991266377,6
US,Volvo,21,0.21187772925764192,1
US,Volvo,22,0.17445414847161572,1
